12/06/2019 10:43 AM 	 InsiderTrading.Common 	 Common 	 getSystemConnectionString 	  	 GetSystemConnectionString method called  	 
12/06/2019 11:53 AM 	 http://localhost:52194/00cde1fd6dd9469abc80c006d492adbb/arterySignalR/ping?requestUrl=http:%2F%2Flocalhost:52194%2FCODashboard%2FIndex%3Facid%3D18&browserName=Chrome&_=1575613437265 	 InsiderTrading 	 MvcApplication 	 Application_AcquireRequestState 	  	 Cookie name __RequestVerificationToken 	 
12/06/2019 11:54 AM 	 http://localhost:52194/Menu/SetSession 	 InsiderTrading 	 MvcApplication 	 Application_BeginRequest 	  	 Start Method 	 
12/06/2019 11:54 AM 	 http://localhost:52194/Menu/SetSession 	 InsiderTrading 	 MvcApplication 	 Application_BeginRequest 	  	 End Method 	 
12/06/2019 11:54 AM 	 http://localhost:52194/Menu/SetChildSession 	 InsiderTrading 	 MvcApplication 	 Application_BeginRequest 	  	 Start Method 	 
12/06/2019 11:54 AM 	 http://localhost:52194/Menu/SetChildSession 	 InsiderTrading 	 MvcApplication 	 Application_BeginRequest 	  	 End Method 	 
12/06/2019 11:54 AM 	 http://localhost:52194/Reports_OS/Index?acid=326 	 InsiderTrading 	 MvcApplication 	 Application_BeginRequest 	  	 Start Method 	 
12/06/2019 11:54 AM 	 http://localhost:52194/Reports_OS/Index?acid=326 	 InsiderTrading 	 MvcApplication 	 Application_BeginRequest 	  	 End Method 	 
12/06/2019 11:54 AM 	 http://localhost:52194/00cde1fd6dd9469abc80c006d492adbb/arterySignalR/ping?requestUrl=http:%2F%2Flocalhost:52194%2FCODashboard%2FIndex%3Facid%3D18&browserName=Chrome&_=1575613437265 	 InsiderTrading 	 MvcApplication 	 Application_Error 	  	 Start method 	 
12/06/2019 11:54 AM 	 http://localhost:52194/00cde1fd6dd9469abc80c006d492adbb/arterySignalR/ping?requestUrl=http:%2F%2Flocalhost:52194%2FCODashboard%2FIndex%3Facid%3D18&browserName=Chrome&_=1575613437265 	 InsiderTrading 	 MvcApplication 	 Application_Error 	  	 server exception  	 Exception Message - The controller for path '/00cde1fd6dd9469abc80c006d492adbb/arterySignalR/ping' was not found or does not implement IController. 	 Exception Trace - System.Web.HttpException (0x80004005): The controller for path '/00cde1fd6dd9469abc80c006d492adbb/arterySignalR/ping' was not found or does not implement IController.
   at System.Web.Mvc.DefaultControllerFactory.GetControllerInstance(RequestContext requestContext, Type controllerType)
   at System.Web.Mvc.DefaultControllerFactory.CreateController(RequestContext requestContext, String controllerName)
   at System.Web.Mvc.MvcHandler.ProcessRequestInit(HttpContextBase httpContext, IController& controller, IControllerFactory& factory)
   at System.Web.Mvc.MvcHandler.BeginProcessRequest(HttpContextBase httpContext, AsyncCallback callback, Object state)
   at System.Web.Mvc.MvcHandler.BeginProcessRequest(HttpContext httpContext, AsyncCallback callback, Object state)
   at System.Web.Mvc.MvcHandler.System.Web.IHttpAsyncHandler.BeginProcessRequest(HttpContext context, AsyncCallback cb, Object extraData)
   at System.Web.HttpApplication.CallHandlerExecutionStep.System.Web.HttpApplication.IExecutionStep.Execute()
   at System.Web.HttpApplication.ExecuteStep(IExecutionStep step, Boolean& completedSynchronously) 	 
12/06/2019 11:54 AM 	 http://localhost:52194/00cde1fd6dd9469abc80c006d492adbb/arterySignalR/ping?requestUrl=http:%2F%2Flocalhost:52194%2FCODashboard%2FIndex%3Facid%3D18&browserName=Chrome&_=1575613437265 	 InsiderTrading 	 MvcApplication 	 Application_Error 	  	 exception status code return as 404 	 
12/06/2019 11:54 AM 	 http://localhost:52194/00cde1fd6dd9469abc80c006d492adbb/arterySignalR/ping?requestUrl=http:%2F%2Flocalhost:52194%2FCODashboard%2FIndex%3Facid%3D18&browserName=Chrome&_=1575613437265 	 InsiderTrading 	 MvcApplication 	 Application_Error 	  	 End method 	 
12/06/2019 11:54 AM 	 http://localhost:52194/00cde1fd6dd9469abc80c006d492adbb/arterySignalR/ping?requestUrl=http:%2F%2Flocalhost:52194%2FCODashboard%2FIndex%3Facid%3D18&browserName=Chrome&_=1575613437265 	 InsiderTrading 	 MvcApplication 	 Application_EndRequest 	  	 Start Method 	 
12/06/2019 11:54 AM 	 http://localhost:52194/00cde1fd6dd9469abc80c006d492adbb/arterySignalR/ping?requestUrl=http:%2F%2Flocalhost:52194%2FCODashboard%2FIndex%3Facid%3D18&browserName=Chrome&_=1575613437265 	 InsiderTrading 	 MvcApplication 	 Application_EndRequest 	  	 End Method 	 
12/06/2019 11:54 AM 	 http://localhost:52194/Menu/SetSession 	 InsiderTrading 	 MvcApplication 	 Application_AcquireRequestState 	  	 Start Method 	 
12/06/2019 11:54 AM 	 http://localhost:52194/Menu/SetSession 	 InsiderTrading 	 MvcApplication 	 Application_AcquireRequestState 	  	 Valid user is login - session and cookies validation done next 	 
12/06/2019 11:54 AM 	 http://localhost:52194/Menu/SetSession 	  	  	  	  	 HttpContext.Current.Session started 	 
12/06/2019 11:54 AM 	 http://localhost:52194/Menu/SetSession 	  	  	  	  	 HttpContext.Current != null - True 	 
12/06/2019 11:54 AM 	 http://localhost:52194/Menu/SetSession 	  	  	  	  	 HttpContext.Current.Session != null - True 	 
12/06/2019 11:54 AM 	 http://localhost:52194/Menu/SetSession 	  	  	  	  	 HttpContext.Current.Session.Count 9 	 
12/06/2019 11:54 AM 	 http://localhost:52194/Menu/SetSession 	 InsiderTrading 	 MvcApplication 	 Application_AcquireRequestState 	  	 _encryptedString:YWRtaW5eNjM3MTEyMjk3MzUzMDI0NjAxXkNocm9tZTc4LjBNb3ppbGxhLzUuMCAoV2luZG93cyBOVCAxMC4wOyBXaW42NDsgeDY0KSBBcHBsZVdlYktpdC81MzcuMzYgKEtIVE1MLCBsaWtlIEdlY2tvKSBDaHJvbWUvNzguMC4zOTA0LjEwOCBTYWZhcmkvNTM3LjM2fldpbk5Ufjc4fjB+OjoxXjZhNTU2YTk2LTk3NjctNGIxMS1iNzViLWVmZjhjYjc5MGQxMg== 	 
12/06/2019 11:54 AM 	 http://localhost:52194/Menu/SetSession 	 InsiderTrading 	 MvcApplication 	 Application_AcquireRequestState 	  	 _session_Value:admin 	 
12/06/2019 11:54 AM 	 http://localhost:52194/Menu/SetSession 	 InsiderTrading 	 MvcApplication 	 Application_AcquireRequestState 	  	 _sessionIPAddress:::1 	 
12/06/2019 11:54 AM 	 http://localhost:52194/Menu/SetSession 	 InsiderTrading 	 MvcApplication 	 Application_AcquireRequestState 	  	 _sessionBrowserPlatform:WinNT 	 
12/06/2019 11:54 AM 	 http://localhost:52194/Menu/SetSession 	 InsiderTrading 	 MvcApplication 	 Application_AcquireRequestState 	  	 _sessionBrowserMajorVersion:78 	 
12/06/2019 11:54 AM 	 http://localhost:52194/Menu/SetSession 	 InsiderTrading 	 MvcApplication 	 Application_AcquireRequestState 	  	 _sessionBrowserMinorVersion:0 	 
12/06/2019 11:54 AM 	 http://localhost:52194/Menu/SetSession 	 InsiderTrading 	 MvcApplication 	 Application_AcquireRequestState 	  	 _sessionBrowserInfo:Chrome78.0Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36 	 
12/06/2019 11:54 AM 	 http://localhost:52194/Menu/SetSession 	 InsiderTrading 	 MvcApplication 	 Application_AcquireRequestState 	  	 Session details:  Session: Value=admin IP Address= ::1 Browser Platform+=WinNT Browser Major Version78 Browser Minor Version0 BrowserInfoBrowserInfo Chrome78.0Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36 Compare: Value=admin IP Address= ::1 Browser Platform+=WinNT Browser Major Version78 Browser Minor Version0 BrowserInfoBrowserInfo Chrome78.0Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36 	 
12/06/2019 11:54 AM 	 http://localhost:52194/Menu/SetSession 	 InsiderTrading 	 MvcApplication 	 Application_AcquireRequestState 	  	 Cookies Details:  Cookies: Value=admin IP Address= ::1 Browser Platform+=WinNT Browser Major Version78 Browser Minor Version0 BrowserInfoBrowserInfo Chrome78.0Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36 Compare: Value=admin IP Address= ::1 Browser Platform+=WinNT Browser Major Version78 Browser Minor Version0 BrowserInfoBrowserInfo Chrome78.0Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36 	 
12/06/2019 11:54 AM 	 http://localhost:52194/Menu/SetSession 	 InsiderTrading 	 MvcApplication 	 Application_AcquireRequestState 	  	 Cookie name __RequestVerificationToken 	 
12/06/2019 11:54 AM 	 http://localhost:52194/Menu/SetSession 	 InsiderTrading.Controllers 	 MenuController 	 SetSession 	  	 Start Method 	 
12/06/2019 11:54 AM 	 http://localhost:52194/Menu/SetSession 	 InsiderTrading.Controllers 	 MenuController 	 SetSession 	  	 End Method 	 
12/06/2019 11:54 AM 	 http://localhost:52194/Menu/SetSession 	 InsiderTrading 	 MvcApplication 	 Application_EndRequest 	  	 Start Method 	 
12/06/2019 11:54 AM 	 http://localhost:52194/Menu/SetSession 	 InsiderTrading 	 MvcApplication 	 Application_EndRequest 	  	 End Method 	 
12/06/2019 11:54 AM 	 http://localhost:52194/Reports_OS/Index?acid=326 	 InsiderTrading 	 MvcApplication 	 Application_AcquireRequestState 	  	 Start Method 	 
12/06/2019 11:54 AM 	 http://localhost:52194/Reports_OS/Index?acid=326 	 InsiderTrading 	 MvcApplication 	 Application_AcquireRequestState 	  	 Valid user is login - session and cookies validation done next 	 
12/06/2019 11:54 AM 	 http://localhost:52194/Reports_OS/Index?acid=326 	  	  	  	  	 HttpContext.Current.Session started 	 
12/06/2019 11:54 AM 	 http://localhost:52194/Reports_OS/Index?acid=326 	  	  	  	  	 HttpContext.Current != null - True 	 
12/06/2019 11:54 AM 	 http://localhost:52194/Reports_OS/Index?acid=326 	  	  	  	  	 HttpContext.Current.Session != null - True 	 
12/06/2019 11:54 AM 	 http://localhost:52194/Reports_OS/Index?acid=326 	  	  	  	  	 HttpContext.Current.Session.Count 9 	 
12/06/2019 11:54 AM 	 http://localhost:52194/Reports_OS/Index?acid=326 	 InsiderTrading 	 MvcApplication 	 Application_AcquireRequestState 	  	 _encryptedString:YWRtaW5eNjM3MTEyMjk3MzUzMDI0NjAxXkNocm9tZTc4LjBNb3ppbGxhLzUuMCAoV2luZG93cyBOVCAxMC4wOyBXaW42NDsgeDY0KSBBcHBsZVdlYktpdC81MzcuMzYgKEtIVE1MLCBsaWtlIEdlY2tvKSBDaHJvbWUvNzguMC4zOTA0LjEwOCBTYWZhcmkvNTM3LjM2fldpbk5Ufjc4fjB+OjoxXjZhNTU2YTk2LTk3NjctNGIxMS1iNzViLWVmZjhjYjc5MGQxMg== 	 
12/06/2019 11:54 AM 	 http://localhost:52194/Reports_OS/Index?acid=326 	 InsiderTrading 	 MvcApplication 	 Application_AcquireRequestState 	  	 _session_Value:admin 	 
12/06/2019 11:54 AM 	 http://localhost:52194/Reports_OS/Index?acid=326 	 InsiderTrading 	 MvcApplication 	 Application_AcquireRequestState 	  	 _sessionIPAddress:::1 	 
12/06/2019 11:54 AM 	 http://localhost:52194/Reports_OS/Index?acid=326 	 InsiderTrading 	 MvcApplication 	 Application_AcquireRequestState 	  	 _sessionBrowserPlatform:WinNT 	 
12/06/2019 11:54 AM 	 http://localhost:52194/Reports_OS/Index?acid=326 	 InsiderTrading 	 MvcApplication 	 Application_AcquireRequestState 	  	 _sessionBrowserMajorVersion:78 	 
12/06/2019 11:54 AM 	 http://localhost:52194/Reports_OS/Index?acid=326 	 InsiderTrading 	 MvcApplication 	 Application_AcquireRequestState 	  	 _sessionBrowserMinorVersion:0 	 
12/06/2019 11:54 AM 	 http://localhost:52194/Reports_OS/Index?acid=326 	 InsiderTrading 	 MvcApplication 	 Application_AcquireRequestState 	  	 _sessionBrowserInfo:Chrome78.0Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36 	 
12/06/2019 11:54 AM 	 http://localhost:52194/Reports_OS/Index?acid=326 	 InsiderTrading 	 MvcApplication 	 Application_AcquireRequestState 	  	 Session details:  Session: Value=admin IP Address= ::1 Browser Platform+=WinNT Browser Major Version78 Browser Minor Version0 BrowserInfoBrowserInfo Chrome78.0Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36 Compare: Value=admin IP Address= ::1 Browser Platform+=WinNT Browser Major Version78 Browser Minor Version0 BrowserInfoBrowserInfo Chrome78.0Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36 	 
12/06/2019 11:54 AM 	 http://localhost:52194/Reports_OS/Index?acid=326 	 InsiderTrading 	 MvcApplication 	 Application_AcquireRequestState 	  	 Cookies Details:  Cookies: Value=admin IP Address= ::1 Browser Platform+=WinNT Browser Major Version78 Browser Minor Version0 BrowserInfoBrowserInfo Chrome78.0Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36 Compare: Value=admin IP Address= ::1 Browser Platform+=WinNT Browser Major Version78 Browser Minor Version0 BrowserInfoBrowserInfo Chrome78.0Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36 	 
12/06/2019 11:54 AM 	 http://localhost:52194/Reports_OS/Index?acid=326 	 InsiderTrading 	 MvcApplication 	 Application_AcquireRequestState 	  	 Cookie name __RequestVerificationToken 	 
12/06/2019 11:54 AM 	 http://localhost:52194/Reports_OS/Index?acid=326 	 InsiderTrading.Controllers 	 MenuController 	 Index 	  	 Start Method 	 
12/06/2019 11:54 AM 	 http://localhost:52194/Reports_OS/Index?acid=326 	 InsiderTrading.Controllers 	 MenuController 	 Index 	  	 End Method 	 
12/06/2019 11:54 AM 	 http://localhost:52194/Reports_OS/Index?acid=326 	 InsiderTrading 	 MvcApplication 	 Application_EndRequest 	  	 Start Method 	 
12/06/2019 11:54 AM 	 http://localhost:52194/Reports_OS/Index?acid=326 	 InsiderTrading 	 MvcApplication 	 Application_EndRequest 	  	 End Method 	 
12/06/2019 11:54 AM 	 http://localhost:52194/Content/themes/base/css 	 InsiderTrading 	 MvcApplication 	 Application_BeginRequest 	  	 Start Method 	 
12/06/2019 11:54 AM 	 http://localhost:52194/Content/themes/base/css 	 InsiderTrading 	 MvcApplication 	 Application_BeginRequest 	  	 End Method 	 
12/06/2019 11:54 AM 	 http://localhost:52194/Content/themes/base/css 	 InsiderTrading 	 MvcApplication 	 Application_AcquireRequestState 	  	 Start Method 	 
12/06/2019 11:54 AM 	 http://localhost:52194/Content/themes/base/css 	 InsiderTrading 	 MvcApplication 	 Application_BeginRequest 	  	 Start Method 	 
12/06/2019 11:54 AM 	 http://localhost:52194/Content/themes/base/css 	 InsiderTrading 	 MvcApplication 	 Application_BeginRequest 	  	 End Method 	 
12/06/2019 11:54 AM 	 http://localhost:52194/Content/themes/base/css 	 InsiderTrading 	 MvcApplication 	 Application_AcquireRequestState 	  	 Start Method 	 
12/06/2019 11:54 AM 	 http://localhost:52194/Content/themes/base/css 	 InsiderTrading 	 MvcApplication 	 Application_EndRequest 	  	 Start Method 	 
12/06/2019 11:54 AM 	 http://localhost:52194/Content/themes/base/css 	 InsiderTrading 	 MvcApplication 	 Application_EndRequest 	  	 End Method 	 
12/06/2019 11:54 AM 	 http://localhost:52194/Content/themes/base/css 	 InsiderTrading 	 MvcApplication 	 Application_EndRequest 	  	 Start Method 	 
12/06/2019 11:54 AM 	 http://localhost:52194/Content/themes/base/css 	 InsiderTrading 	 MvcApplication 	 Application_EndRequest 	  	 End Method 	 
12/06/2019 11:54 AM 	 http://localhost:52194/Content/themes/base/css 	 InsiderTrading 	 MvcApplication 	 Application_BeginRequest 	  	 Start Method 	 
12/06/2019 11:54 AM 	 http://localhost:52194/Content/themes/base/css 	 InsiderTrading 	 MvcApplication 	 Application_BeginRequest 	  	 End Method 	 
12/06/2019 11:54 AM 	 http://localhost:52194/Content/themes/base/css 	 InsiderTrading 	 MvcApplication 	 Application_AcquireRequestState 	  	 Start Method 	 
12/06/2019 11:54 AM 	 http://localhost:52194/Content/themes/base/css 	 InsiderTrading 	 MvcApplication 	 Application_BeginRequest 	  	 Start Method 	 
12/06/2019 11:54 AM 	 http://localhost:52194/Content/themes/base/css 	 InsiderTrading 	 MvcApplication 	 Application_BeginRequest 	  	 End Method 	 
12/06/2019 11:54 AM 	 http://localhost:52194/Content/themes/base/css 	 InsiderTrading 	 MvcApplication 	 Application_AcquireRequestState 	  	 Start Method 	 
12/06/2019 11:54 AM 	 http://localhost:52194/Content/themes/base/css 	 InsiderTrading 	 MvcApplication 	 Application_EndRequest 	  	 Start Method 	 
12/06/2019 11:54 AM 	 http://localhost:52194/Content/themes/base/css 	 InsiderTrading 	 MvcApplication 	 Application_EndRequest 	  	 End Method 	 
12/06/2019 11:54 AM 	 http://localhost:52194/Content/themes/base/css 	 InsiderTrading 	 MvcApplication 	 Application_EndRequest 	  	 Start Method 	 
12/06/2019 11:54 AM 	 http://localhost:52194/Content/themes/base/css 	 InsiderTrading 	 MvcApplication 	 Application_EndRequest 	  	 End Method 	 
12/06/2019 11:54 AM 	 http://localhost:52194/Menu/GetSelectedMenu 	 InsiderTrading 	 MvcApplication 	 Application_BeginRequest 	  	 Start Method 	 
12/06/2019 11:54 AM 	 http://localhost:52194/Menu/GetSelectedMenu 	 InsiderTrading 	 MvcApplication 	 Application_BeginRequest 	  	 End Method 	 
12/06/2019 11:54 AM 	 http://localhost:52194/Menu/GetSelectedMenu 	 InsiderTrading 	 MvcApplication 	 Application_AcquireRequestState 	  	 Start Method 	 
12/06/2019 11:54 AM 	 http://localhost:52194/Menu/GetSelectedMenu 	 InsiderTrading 	 MvcApplication 	 Application_AcquireRequestState 	  	 Valid user is login - session and cookies validation done next 	 
12/06/2019 11:54 AM 	 http://localhost:52194/Menu/GetSelectedMenu 	  	  	  	  	 HttpContext.Current.Session started 	 
12/06/2019 11:54 AM 	 http://localhost:52194/Menu/GetSelectedMenu 	  	  	  	  	 HttpContext.Current != null - True 	 
12/06/2019 11:54 AM 	 http://localhost:52194/Menu/GetSelectedMenu 	  	  	  	  	 HttpContext.Current.Session != null - True 	 
12/06/2019 11:54 AM 	 http://localhost:52194/Menu/GetSelectedMenu 	  	  	  	  	 HttpContext.Current.Session.Count 9 	 
12/06/2019 11:54 AM 	 http://localhost:52194/Menu/GetSelectedMenu 	 InsiderTrading 	 MvcApplication 	 Application_AcquireRequestState 	  	 _encryptedString:YWRtaW5eNjM3MTEyMjk3MzUzMDI0NjAxXkNocm9tZTc4LjBNb3ppbGxhLzUuMCAoV2luZG93cyBOVCAxMC4wOyBXaW42NDsgeDY0KSBBcHBsZVdlYktpdC81MzcuMzYgKEtIVE1MLCBsaWtlIEdlY2tvKSBDaHJvbWUvNzguMC4zOTA0LjEwOCBTYWZhcmkvNTM3LjM2fldpbk5Ufjc4fjB+OjoxXjZhNTU2YTk2LTk3NjctNGIxMS1iNzViLWVmZjhjYjc5MGQxMg== 	 
12/06/2019 11:54 AM 	 http://localhost:52194/Menu/GetSelectedMenu 	 InsiderTrading 	 MvcApplication 	 Application_AcquireRequestState 	  	 _session_Value:admin 	 
12/06/2019 11:54 AM 	 http://localhost:52194/Menu/GetSelectedMenu 	 InsiderTrading 	 MvcApplication 	 Application_AcquireRequestState 	  	 _sessionIPAddress:::1 	 
12/06/2019 11:54 AM 	 http://localhost:52194/Menu/GetSelectedMenu 	 InsiderTrading 	 MvcApplication 	 Application_AcquireRequestState 	  	 _sessionBrowserPlatform:WinNT 	 
12/06/2019 11:54 AM 	 http://localhost:52194/Menu/GetSelectedMenu 	 InsiderTrading 	 MvcApplication 	 Application_AcquireRequestState 	  	 _sessionBrowserMajorVersion:78 	 
12/06/2019 11:54 AM 	 http://localhost:52194/Menu/GetSelectedMenu 	 InsiderTrading 	 MvcApplication 	 Application_AcquireRequestState 	  	 _sessionBrowserMinorVersion:0 	 
12/06/2019 11:54 AM 	 http://localhost:52194/Menu/GetSelectedMenu 	 InsiderTrading 	 MvcApplication 	 Application_AcquireRequestState 	  	 _sessionBrowserInfo:Chrome78.0Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36 	 
12/06/2019 11:54 AM 	 http://localhost:52194/Menu/GetSelectedMenu 	 InsiderTrading 	 MvcApplication 	 Application_AcquireRequestState 	  	 Session details:  Session: Value=admin IP Address= ::1 Browser Platform+=WinNT Browser Major Version78 Browser Minor Version0 BrowserInfoBrowserInfo Chrome78.0Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36 Compare: Value=admin IP Address= ::1 Browser Platform+=WinNT Browser Major Version78 Browser Minor Version0 BrowserInfoBrowserInfo Chrome78.0Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36 	 
12/06/2019 11:54 AM 	 http://localhost:52194/Menu/GetSelectedMenu 	 InsiderTrading 	 MvcApplication 	 Application_AcquireRequestState 	  	 Cookies Details:  Cookies: Value=admin IP Address= ::1 Browser Platform+=WinNT Browser Major Version78 Browser Minor Version0 BrowserInfoBrowserInfo Chrome78.0Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36 Compare: Value=admin IP Address= ::1 Browser Platform+=WinNT Browser Major Version78 Browser Minor Version0 BrowserInfoBrowserInfo Chrome78.0Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36 	 
12/06/2019 11:54 AM 	 http://localhost:52194/Menu/GetSelectedMenu 	 InsiderTrading 	 MvcApplication 	 Application_AcquireRequestState 	  	 Cookie name __RequestVerificationToken 	 
12/06/2019 11:54 AM 	 http://localhost:52194/Menu/GetSelectedMenu 	 InsiderTrading.Controllers 	 MenuController 	 GetSelectedMenu 	  	 Start Method 	 
12/06/2019 11:54 AM 	 http://localhost:52194/Menu/GetSelectedMenu 	 InsiderTrading.Controllers 	 MenuController 	 GetSelectedMenu 	  	 End Method 	 
12/06/2019 11:54 AM 	 http://localhost:52194/Menu/GetSelectedMenu 	 InsiderTrading 	 MvcApplication 	 Application_EndRequest 	  	 Start Method 	 
12/06/2019 11:54 AM 	 http://localhost:52194/Menu/GetSelectedMenu 	 InsiderTrading 	 MvcApplication 	 Application_EndRequest 	  	 End Method 	 
12/06/2019 11:54 AM 	 http://localhost:52194/Menu/SetChildSession 	 InsiderTrading 	 MvcApplication 	 Application_AcquireRequestState 	  	 Start Method 	 
12/06/2019 11:54 AM 	 http://localhost:52194/Menu/SetChildSession 	 InsiderTrading 	 MvcApplication 	 Application_AcquireRequestState 	  	 Valid user is login - session and cookies validation done next 	 
12/06/2019 11:54 AM 	 http://localhost:52194/Menu/SetChildSession 	  	  	  	  	 HttpContext.Current.Session started 	 
12/06/2019 11:54 AM 	 http://localhost:52194/Menu/SetChildSession 	  	  	  	  	 HttpContext.Current != null - True 	 
12/06/2019 11:54 AM 	 http://localhost:52194/Menu/SetChildSession 	  	  	  	  	 HttpContext.Current.Session != null - True 	 
12/06/2019 11:54 AM 	 http://localhost:52194/Menu/SetChildSession 	  	  	  	  	 HttpContext.Current.Session.Count 9 	 
12/06/2019 11:54 AM 	 http://localhost:52194/Menu/SetChildSession 	 InsiderTrading 	 MvcApplication 	 Application_AcquireRequestState 	  	 _encryptedString:YWRtaW5eNjM3MTEyMjk3MzUzMDI0NjAxXkNocm9tZTc4LjBNb3ppbGxhLzUuMCAoV2luZG93cyBOVCAxMC4wOyBXaW42NDsgeDY0KSBBcHBsZVdlYktpdC81MzcuMzYgKEtIVE1MLCBsaWtlIEdlY2tvKSBDaHJvbWUvNzguMC4zOTA0LjEwOCBTYWZhcmkvNTM3LjM2fldpbk5Ufjc4fjB+OjoxXjZhNTU2YTk2LTk3NjctNGIxMS1iNzViLWVmZjhjYjc5MGQxMg== 	 
12/06/2019 11:54 AM 	 http://localhost:52194/Menu/SetChildSession 	 InsiderTrading 	 MvcApplication 	 Application_AcquireRequestState 	  	 _session_Value:admin 	 
12/06/2019 11:54 AM 	 http://localhost:52194/Menu/SetChildSession 	 InsiderTrading 	 MvcApplication 	 Application_AcquireRequestState 	  	 _sessionIPAddress:::1 	 
12/06/2019 11:54 AM 	 http://localhost:52194/Menu/SetChildSession 	 InsiderTrading 	 MvcApplication 	 Application_AcquireRequestState 	  	 _sessionBrowserPlatform:WinNT 	 
12/06/2019 11:54 AM 	 http://localhost:52194/Menu/SetChildSession 	 InsiderTrading 	 MvcApplication 	 Application_AcquireRequestState 	  	 _sessionBrowserMajorVersion:78 	 
12/06/2019 11:54 AM 	 http://localhost:52194/Menu/SetChildSession 	 InsiderTrading 	 MvcApplication 	 Application_AcquireRequestState 	  	 _sessionBrowserMinorVersion:0 	 
12/06/2019 11:54 AM 	 http://localhost:52194/Menu/SetChildSession 	 InsiderTrading 	 MvcApplication 	 Application_AcquireRequestState 	  	 _sessionBrowserInfo:Chrome78.0Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36 	 
12/06/2019 11:54 AM 	 http://localhost:52194/Menu/SetChildSession 	 InsiderTrading 	 MvcApplication 	 Application_AcquireRequestState 	  	 Session details:  Session: Value=admin IP Address= ::1 Browser Platform+=WinNT Browser Major Version78 Browser Minor Version0 BrowserInfoBrowserInfo Chrome78.0Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36 Compare: Value=admin IP Address= ::1 Browser Platform+=WinNT Browser Major Version78 Browser Minor Version0 BrowserInfoBrowserInfo Chrome78.0Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36 	 
12/06/2019 11:54 AM 	 http://localhost:52194/Menu/SetChildSession 	 InsiderTrading 	 MvcApplication 	 Application_AcquireRequestState 	  	 Cookies Details:  Cookies: Value=admin IP Address= ::1 Browser Platform+=WinNT Browser Major Version78 Browser Minor Version0 BrowserInfoBrowserInfo Chrome78.0Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36 Compare: Value=admin IP Address= ::1 Browser Platform+=WinNT Browser Major Version78 Browser Minor Version0 BrowserInfoBrowserInfo Chrome78.0Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36 	 
12/06/2019 11:54 AM 	 http://localhost:52194/Menu/SetChildSession 	 InsiderTrading 	 MvcApplication 	 Application_AcquireRequestState 	  	 Cookie name __RequestVerificationToken 	 
12/06/2019 11:54 AM 	 http://localhost:52194/Menu/SetChildSession 	 InsiderTrading.Controllers 	 MenuController 	 SetChildSession 	  	 Start Method 	 
